Analyzing: Layer 9, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_9/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
3216       | B cells (-0.29)           | mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427) (GO_Biological_Process_2021) || mRNA transport (GO:0051028) (GO_Biological_Process_2021) || RNA export from nucleus (GO:0006405) (GO_Biological_Process_2021)
1324       | NK cells (-0.33)          | aerobic electron transport chain (GO:0019646) (GO_Biological_Process_2021) || mitochondrial ATP synthesis coupled electron transport (GO:0042775) (GO_Biological_Process_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
4529       | CD4 T cells (0.39)        | podosome (GO:0002102) (GO_Cellular_Component_2021)
3453       | B cells (-0.29)           | leucine binding (GO:0070728) (GO_Molecular_Function_2021) || carboxy-lyase activity (GO:0016831) (GO_Molecular_Function_2021)
149        | CD4 T cells (0.36)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || cytoplasmic stress granule (GO:0010494) (GO_Cellular_Component_2021) || protein kinase regulator activity (GO:0019887) (GO_Molecular_Function_2021)
3319       | CD4 T cells (0.35)        | tau-protein kinase activity (GO:0050321) (GO_Molecular_Function_2021) || phosphatidylglycerol metabolic process (GO:0046471) (GO_Biological_Process_2021)
378        | B cells (-0.41)           | clathrin coat of trans-Golgi network vesicle (GO:0030130) (GO_Cellular_Component_2021) || clathrin adaptor complex (GO:0030131) (GO_Cellular_Component_2021) || clathrin adaptor activity (GO:0035615) (GO_Molecular_Function_2021)
96         | CD4 T cells (0.53)        | glucocorticoid receptor binding (GO:0035259) (GO_Molecular_Function_2021) || regulation of type B pancreatic cell proliferation (GO:0061469) (GO_Biological_Process_2021) || TBP-class protein binding (GO:0017025) (GO_Molecular_Function_2021)
3869       | FCGR3A+ Monocytes (-0.33) | mitochondrial protein processing (GO:0034982) (GO_Biological_Process_2021) || oligosaccharide-lipid intermediate biosynthetic process (GO:0006490) (GO_Biological_Process_2021)
358        | CD14+ Monocytes (-0.39)   | regulation of thymocyte apoptotic process (GO:0070243) (GO_Biological_Process_2021) || T cell homeostasis (GO:0043029) (GO_Biological_Process_2021) || snRNA transcription by RNA polymerase II (GO:0042795) (GO_Biological_Process_2021)
2079       | B cells (0.26)            | cadherin binding (GO:0045296) (GO_Molecular_Function_2021) || regulation of stress fiber assembly (GO:0051492) (GO_Biological_Process_2021) || negative regulation of plasma membrane bounded cell projection assembly (GO:0120033) (GO_Biological_Process_2021)
2001       | CD4 T cells (0.41)        | regulation of amyloid-beta formation (GO:1902003) (GO_Biological_Process_2021) || negative regulation of amyloid-beta formation (GO:1902430) (GO_Biological_Process_2021) || regulation of gene expression (GO:0010468) (GO_Biological_Process_2021)
679        | CD14+ Monocytes (0.38)    | GTPase binding (GO:0051020) (GO_Molecular_Function_2021) || GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021) || arachidonate-CoA ligase activity (GO:0047676) (GO_Molecular_Function_2021)
2363       | B cells (0.28)            | mRNA splicing, via spliceosome (GO:0000398) (GO_Biological_Process_2021) || mRNA processing (GO:0006397) (GO_Biological_Process_2021) || RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377) (GO_Biological_Process_2021)
3579       | NK cells (-0.29)          | interleukin-9-mediated signaling pathway (GO:0038113) (GO_Biological_Process_2021) || cellular response to interleukin-9 (GO:0071355) (GO_Biological_Process_2021) || membrane lipid catabolic process (GO:0046466) (GO_Biological_Process_2021)
461        | CD14+ Monocytes (-0.28)   | nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021)
5090       | CD14+ Monocytes (0.32)    | NAD-dependent histone deacetylase activity (GO:0017136) (GO_Molecular_Function_2021) || NAD-dependent protein deacetylase activity (GO:0034979) (GO_Molecular_Function_2021) || magnesium ion transmembrane transporter activity (GO:0015095) (GO_Molecular_Function_2021)
420        | CD4 T cells (0.29)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || protein homodimerization activity (GO:0042803) (GO_Molecular_Function_2021)
2758       | CD4 T cells (0.47)        | actin filament (GO:0005884) (GO_Cellular_Component_2021) || protein tyrosine phosphatase activity (GO:0004725) (GO_Molecular_Function_2021) || response to lipid (GO:0033993) (GO_Biological_Process_2021)
3435       | CD4 T cells (0.46)        | transcription factor TFIIH holo complex (GO:0005675) (GO_Cellular_Component_2021)
4659       | B cells (-0.28)           | intramolecular transferase activity, phosphotransferases (GO:0016868) (GO_Molecular_Function_2021) || COPII vesicle coat (GO:0030127) (GO_Cellular_Component_2021)
3669       | NK cells (-0.26)          | purine-containing compound salvage (GO:0043101) (GO_Biological_Process_2021) || neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021)
4087       | CD4 T cells (0.39)        | mRNA processing (GO:0006397) (GO_Biological_Process_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
2311       | CD14+ Monocytes (0.28)    | transcription cis-regulatory region binding (GO:0000976) (GO_Molecular_Function_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228) (GO_Molecular_Function_2021)
3737       | NK cells (0.36)           | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021)
1203       | NK cells (-0.33)          | carboxylic acid catabolic process (GO:0046395) (GO_Biological_Process_2021) || mitochondrial fission (GO:0000266) (GO_Biological_Process_2021) || mitochondrial fusion (GO:0008053) (GO_Biological_Process_2021)
4099       | CD14+ Monocytes (-0.53)   | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021)
2298       | B cells (-0.27)           | negative regulation by symbiont of host apoptotic process (GO:0033668) (GO_Biological_Process_2021) || protein homodimerization activity (GO:0042803) (GO_Molecular_Function_2021) || regulation of apoptotic process (GO:0042981) (GO_Biological_Process_2021)
836        | CD8 T cells (0.25)        | mitochondrial intermembrane space (GO:0005758) (GO_Cellular_Component_2021) || organelle envelope lumen (GO:0031970) (GO_Cellular_Component_2021)
3888       | NK cells (-0.31)          | cullin-RING ubiquitin ligase complex (GO:0031461) (GO_Cellular_Component_2021)
4310       | CD4 T cells (0.35)        | cellular protein localization (GO:0034613) (GO_Biological_Process_2021) || GTPase activity (GO:0003924) (GO_Molecular_Function_2021) || GDP binding (GO:0019003) (GO_Molecular_Function_2021)
3664       | CD14+ Monocytes (0.58)    | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || preribosome, large subunit precursor (GO:0030687) (GO_Cellular_Component_2021)
1598       | NK cells (-0.27)          | proton-transporting V-type ATPase, V1 domain (GO:0033180) (GO_Cellular_Component_2021) || vacuolar proton-transporting V-type ATPase, V1 domain (GO:0000221) (GO_Cellular_Component_2021) || O-acetyltransferase activity (GO:0016413) (GO_Molecular_Function_2021)
4813       | CD14+ Monocytes (0.37)    | interferon receptor activity (GO:0004904) (GO_Molecular_Function_2021) || mechanosensitive ion channel activity (GO:0008381) (GO_Molecular_Function_2021) || gated channel activity (GO:0022836) (GO_Molecular_Function_2021)
1321       | CD4 T cells (0.19)        | GTPase activity (GO:0003924) (GO_Molecular_Function_2021) || nucleoside-triphosphatase activity (GO:0017111) (GO_Molecular_Function_2021) || secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021)
2192       | CD14+ Monocytes (0.50)    | aryl hydrocarbon receptor binding (GO:0017162) (GO_Molecular_Function_2021)
200        | FCGR3A+ Monocytes (-0.38) | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021)
2392       | CD4 T cells (0.29)        | maturation of LSU-rRNA (GO:0000470) (GO_Biological_Process_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
2398       | CD4 T cells (0.31)        | purine ribonucleotide transmembrane transporter activity (GO:0005346) (GO_Molecular_Function_2021) || adenine nucleotide transmembrane transporter activity (GO:0000295) (GO_Molecular_Function_2021)
1239       | CD4 T cells (-0.79)       | antigen receptor-mediated signaling pathway (GO:0050851) (GO_Biological_Process_2021) || T cell activation (GO:0042110) (GO_Biological_Process_2021) || regulation of immune response (GO:0050776) (GO_Biological_Process_2021)
4883       | B cells (-0.33)           | DNA metabolic process (GO:0006259) (GO_Biological_Process_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || CMG complex (GO:0071162) (GO_Cellular_Component_2021)
2745       | CD14+ Monocytes (-0.28)   | rDNA heterochromatin (GO:0033553) (GO_Cellular_Component_2021) || GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021) || guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021)
3386       | CD4 T cells (-0.74)       | phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity (GO:0052629) (GO_Molecular_Function_2021) || phosphatidylinositol-3,5-bisphosphate phosphatase activity (GO:0106018) (GO_Molecular_Function_2021)
1599       | CD4 T cells (-0.72)       | neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021) || neutrophil mediated immunity (GO:0002446) (GO_Biological_Process_2021)
2966       | CD14+ Monocytes (0.19)    | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021)
2348       | CD4 T cells (0.37)        | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
2464       | CD4 T cells (0.56)        | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021)
331        | CD14+ Monocytes (-0.37)   | regulation of activated T cell proliferation (GO:0046006) (GO_Biological_Process_2021)
2199       | CD14+ Monocytes (-0.57)   | bounding membrane of organelle (GO:0098588) (GO_Cellular_Component_2021) || cytoplasmic vesicle membrane (GO:0030659) (GO_Cellular_Component_2021) || early endosome (GO:0005769) (GO_Cellular_Component_2021)
4975       | CD4 T cells (0.49)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || RNA processing (GO:0006396) (GO_Biological_Process_2021) || mRNA processing (GO:0006397) (GO_Biological_Process_2021)
4152       | NK cells (-0.20)          | RNA polymerase II, core complex (GO:0005665) (GO_Cellular_Component_2021)
3890       | CD4 T cells (0.57)        | respiratory chain complex I (GO:0045271) (GO_Cellular_Component_2021) || mitochondrial respiratory chain complex I (GO:0005747) (GO_Cellular_Component_2021) || mitochondrial electron transport, NADH to ubiquinone (GO:0006120) (GO_Biological_Process_2021)
4448       | B cells (-0.34)           | maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466) (GO_Biological_Process_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021) || maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462) (GO_Biological_Process_2021)
2721       | CD14+ Monocytes (-0.58)   | protein heterodimerization activity (GO:0046982) (GO_Molecular_Function_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
5043       | B cells (0.31)            | MHC class I protein complex binding (GO:0023024) (GO_Molecular_Function_2021)
1312       | CD4 T cells (0.34)        | SUMO ligase activity (GO:0061665) (GO_Molecular_Function_2021) || ubiquitin protein ligase binding (GO:0031625) (GO_Molecular_Function_2021) || ubiquitin-like protein ligase binding (GO:0044389) (GO_Molecular_Function_2021)
1769       | CD14+ Monocytes (-0.51)   | nucleus (GO:0005634) (GO_Cellular_Component_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || regulation of transcription, DNA-templated (GO:0006355) (GO_Biological_Process_2021)
2336       | CD4 T cells (0.63)        | pattern recognition receptor signaling pathway (GO:0002221) (GO_Biological_Process_2021) || RAGE receptor binding (GO:0050786) (GO_Molecular_Function_2021) || Toll-like receptor binding (GO:0035325) (GO_Molecular_Function_2021)
510        | CD14+ Monocytes (-0.34)   | nucleus (GO:0005634) (GO_Cellular_Component_2021) || ATPase regulator activity (GO:0060590) (GO_Molecular_Function_2021) || adenyl nucleotide binding (GO:0030554) (GO_Molecular_Function_2021)
3791       | B cells (-0.38)           | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
4729       | NK cells (-0.36)          | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || chromo shadow domain binding (GO:0070087) (GO_Molecular_Function_2021)
786        | CD4 T cells (-0.50)       | Golgi trans cisterna (GO:0000138) (GO_Cellular_Component_2021)
4000       | B cells (-0.25)           | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || kidney morphogenesis (GO:0060993) (GO_Biological_Process_2021)
