Analyzing: Layer 12, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_12/sae_k_32_5120_online/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
432        | CD4 T cells (0.23)        | sulfate transmembrane transporter activity (GO:0015116) (GO_Molecular_Function_2021) || solute:anion antiporter activity (GO:0140323) (GO_Molecular_Function_2021) || anion:anion antiporter activity (GO:0015301) (GO_Molecular_Function_2021)
5048       | NK cells (0.19)           | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
1315       | CD4 T cells (0.42)        | positive regulation of NF-kappaB transcription factor activity (GO:0051092) (GO_Biological_Process_2021) || peptidyl-cysteine modification (GO:0018198) (GO_Biological_Process_2021) || negative regulation of inclusion body assembly (GO:0090084) (GO_Biological_Process_2021)
3104       | CD4 T cells (0.30)        | SUMO transferase activity (GO:0019789) (GO_Molecular_Function_2021)
2752       | CD14+ Monocytes (0.51)    | tumor necrosis factor-mediated signaling pathway (GO:0033209) (GO_Biological_Process_2021) || regulation of extrinsic apoptotic signaling pathway (GO:2001236) (GO_Biological_Process_2021) || cellular response to tumor necrosis factor (GO:0071356) (GO_Biological_Process_2021)
3377       | CD14+ Monocytes (0.43)    | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || mRNA cis splicing, via spliceosome (GO:0045292) (GO_Biological_Process_2021) || small-subunit processome (GO:0032040) (GO_Cellular_Component_2021)
738        | CD14+ Monocytes (-0.30)   | GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021) || protein kinase complex (GO:1902911) (GO_Cellular_Component_2021)
1278       | CD14+ Monocytes (-0.56)   | positive regulation of endopeptidase activity (GO:0010950) (GO_Biological_Process_2021) || Wnt signaling pathway, calcium modulating pathway (GO:0007223) (GO_Biological_Process_2021) || positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902961) (GO_Biological_Process_2021)
3744       | FCGR3A+ Monocytes (-0.33) | glucosyltransferase activity (GO:0046527) (GO_Molecular_Function_2021)
1622       | CD4 T cells (-0.69)       | inflammatory response (GO:0006954) (GO_Biological_Process_2021) || cellular response to cytokine stimulus (GO:0071345) (GO_Biological_Process_2021) || cytokine-mediated signaling pathway (GO:0019221) (GO_Biological_Process_2021)
1024       | CD4 T cells (0.53)        | multivesicular body (GO:0005771) (GO_Cellular_Component_2021) || regulation of chemokine (C-C motif) ligand 5 production (GO:0071649) (GO_Biological_Process_2021) || regulation of ER to Golgi vesicle-mediated transport (GO:0060628) (GO_Biological_Process_2021)
2091       | CD14+ Monocytes (0.43)    | long-chain fatty acid biosynthetic process (GO:0042759) (GO_Biological_Process_2021) || unsaturated fatty acid metabolic process (GO:0033559) (GO_Biological_Process_2021) || hepoxilin biosynthetic process (GO:0051122) (GO_Biological_Process_2021)
100        | CD14+ Monocytes (-0.52)   | formation of translation preinitiation complex (GO:0001731) (GO_Biological_Process_2021)
2296       | CD14+ Monocytes (-0.26)   | Wnt signaling pathway, planar cell polarity pathway (GO:0060071) (GO_Biological_Process_2021) || regulation of establishment of planar polarity (GO:0090175) (GO_Biological_Process_2021) || regulation of cellular amine metabolic process (GO:0033238) (GO_Biological_Process_2021)
3933       | B cells (0.31)            | mismatched DNA binding (GO:0030983) (GO_Molecular_Function_2021) || MutLalpha complex binding (GO:0032405) (GO_Molecular_Function_2021) || oxidized DNA binding (GO:0032356) (GO_Molecular_Function_2021)
2271       | NK cells (-0.32)          | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021)
2486       | B cells (-0.28)           | maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466) (GO_Biological_Process_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021) || 3'-5' exonuclease activity (GO:0008408) (GO_Molecular_Function_2021)
2518       | CD14+ Monocytes (-0.39)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || organophosphate ester transport (GO:0015748) (GO_Biological_Process_2021) || ncRNA processing (GO:0034470) (GO_Biological_Process_2021)
1151       | CD14+ Monocytes (0.29)    | ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021) || protein ubiquitination (GO:0016567) (GO_Biological_Process_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021)
1132       | CD4 T cells (0.48)        | ncRNA processing (GO:0034470) (GO_Biological_Process_2021) || ribonucleoprotein complex biogenesis (GO:0022613) (GO_Biological_Process_2021) || rRNA metabolic process (GO:0016072) (GO_Biological_Process_2021)
2682       | CD4 T cells (0.67)        | lytic vacuole (GO:0000323) (GO_Cellular_Component_2021) || tertiary granule (GO:0070820) (GO_Cellular_Component_2021) || secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021)
3533       | CD4 T cells (0.65)        | mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
2369       | CD14+ Monocytes (-0.48)   | SUMO transferase activity (GO:0019789) (GO_Molecular_Function_2021) || protein sumoylation (GO:0016925) (GO_Biological_Process_2021) || protein modification by small protein conjugation (GO:0032446) (GO_Biological_Process_2021)
2402       | CD14+ Monocytes (-0.63)   | innate immune response (GO:0045087) (GO_Biological_Process_2021) || T cell activation involved in immune response (GO:0002286) (GO_Biological_Process_2021) || negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732) (GO_Biological_Process_2021)
1173       | CD4 T cells (0.68)        | WW domain binding (GO:0050699) (GO_Molecular_Function_2021)
2312       | CD4 T cells (0.39)        | microbody membrane (GO:0031903) (GO_Cellular_Component_2021) || peroxisomal membrane (GO:0005778) (GO_Cellular_Component_2021) || peroxisome (GO:0005777) (GO_Cellular_Component_2021)
1614       | NK cells (0.37)           | positive regulation of cellular catabolic process (GO:0031331) (GO_Biological_Process_2021) || regulation of autophagy (GO:0010506) (GO_Biological_Process_2021) || shelterin complex (GO:0070187) (GO_Cellular_Component_2021)
3119       | CD4 T cells (0.44)        | retinoid X receptor binding (GO:0046965) (GO_Molecular_Function_2021) || retinoic acid receptor binding (GO:0042974) (GO_Molecular_Function_2021)
2361       | FCGR3A+ Monocytes (-0.32) | small-subunit processome (GO:0032040) (GO_Cellular_Component_2021) || ncRNA processing (GO:0034470) (GO_Biological_Process_2021)
3771       | CD14+ Monocytes (-0.54)   | aspartic-type endopeptidase inhibitor activity (GO:0019828) (GO_Molecular_Function_2021) || post-mRNA release spliceosomal complex (GO:0071014) (GO_Cellular_Component_2021) || cadherin binding (GO:0045296) (GO_Molecular_Function_2021)
84         | CD4 T cells (0.65)        | innate immune response (GO:0045087) (GO_Biological_Process_2021) || histone modification (GO:0016570) (GO_Biological_Process_2021) || cellular response to lectin (GO:1990858) (GO_Biological_Process_2021)
1745       | CD14+ Monocytes (-0.56)   | DNA N-glycosylase activity (GO:0019104) (GO_Molecular_Function_2021) || DNA-(apurinic or apyrimidinic site) endonuclease activity (GO:0003906) (GO_Molecular_Function_2021) || nuclease activity (GO:0004518) (GO_Molecular_Function_2021)
4534       | CD4 T cells (0.31)        | vitamin D receptor binding (GO:0042809) (GO_Molecular_Function_2021) || cysteine-type peptidase activity (GO:0008234) (GO_Molecular_Function_2021) || cysteine-type endopeptidase activity (GO:0004197) (GO_Molecular_Function_2021)
2611       | CD14+ Monocytes (-0.26)   | mitogen-activated protein kinase kinase kinase binding (GO:0031435) (GO_Molecular_Function_2021) || endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || protein phosphatase 2A binding (GO:0051721) (GO_Molecular_Function_2021)
4755       | CD14+ Monocytes (-0.45)   | L-alanine transmembrane transporter activity (GO:0015180) (GO_Molecular_Function_2021) || alanine transmembrane transporter activity (GO:0022858) (GO_Molecular_Function_2021)
4820       | CD4 T cells (-0.43)       | aminoglycan catabolic process (GO:0006026) (GO_Biological_Process_2021) || glycosaminoglycan metabolic process (GO:0030203) (GO_Biological_Process_2021) || glycosaminoglycan catabolic process (GO:0006027) (GO_Biological_Process_2021)
2924       | CD4 T cells (0.16)        | intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || methylation-dependent protein binding (GO:0140034) (GO_Molecular_Function_2021) || methylated histone binding (GO:0035064) (GO_Molecular_Function_2021)
4281       | CD4 T cells (0.37)        | MOZ/MORF histone acetyltransferase complex (GO:0070776) (GO_Cellular_Component_2021) || H3 histone acetyltransferase complex (GO:0070775) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
1019       | FCGR3A+ Monocytes (-0.25) | phosphatidylinositol metabolic process (GO:0046488) (GO_Biological_Process_2021) || phosphatidylinositol biosynthetic process (GO:0006661) (GO_Biological_Process_2021) || phosphatidylinositol-3-phosphatase activity (GO:0004438) (GO_Molecular_Function_2021)
1018       | CD4 T cells (-0.55)       | endoplasmic reticulum lumen (GO:0005788) (GO_Cellular_Component_2021) || azurophil granule (GO:0042582) (GO_Cellular_Component_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021)
3724       | CD4 T cells (-0.18)       | cilium organization (GO:0044782) (GO_Biological_Process_2021)
4759       | CD14+ Monocytes (-0.33)   | peroxisome proliferator activated receptor binding (GO:0042975) (GO_Molecular_Function_2021)
2828       | CD8 T cells (0.29)        | T cell receptor complex (GO:0042101) (GO_Cellular_Component_2021) || MHC protein binding (GO:0042287) (GO_Molecular_Function_2021) || azurophil granule (GO:0042582) (GO_Cellular_Component_2021)
504        | NK cells (0.31)           | regulation of innate immune response (GO:0045088) (GO_Biological_Process_2021) || defense response to symbiont (GO:0140546) (GO_Biological_Process_2021) || defense response to virus (GO:0051607) (GO_Biological_Process_2021)
3622       | CD4 T cells (0.33)        | ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021) || GDP binding (GO:0019003) (GO_Molecular_Function_2021) || R-SMAD binding (GO:0070412) (GO_Molecular_Function_2021)
1011       | CD14+ Monocytes (0.55)    | integral component of vacuolar membrane (GO:0031166) (GO_Cellular_Component_2021)
3741       | CD14+ Monocytes (-0.54)   | coated vesicle membrane (GO:0030662) (GO_Cellular_Component_2021) || bounding membrane of organelle (GO:0098588) (GO_Cellular_Component_2021) || COPII-coated ER to Golgi transport vesicle (GO:0030134) (GO_Cellular_Component_2021)
3887       | CD4 T cells (0.52)        | microtubule cytoskeleton (GO:0015630) (GO_Cellular_Component_2021) || microtubule (GO:0005874) (GO_Cellular_Component_2021) || RNA polymerase III complex (GO:0005666) (GO_Cellular_Component_2021)
4153       | CD4 T cells (0.36)        | ESC/E(Z) complex (GO:0035098) (GO_Cellular_Component_2021) || cellular response to UV (GO:0034644) (GO_Biological_Process_2021) || modulation by host of viral genome replication (GO:0044827) (GO_Biological_Process_2021)
3787       | B cells (0.36)            | SCF ubiquitin ligase complex (GO:0019005) (GO_Cellular_Component_2021) || Lewy body (GO:0097413) (GO_Cellular_Component_2021) || intrinsic component of the cytoplasmic side of the plasma membrane (GO:0031235) (GO_Cellular_Component_2021)
3376       | CD4 T cells (0.59)        | specific granule (GO:0042581) (GO_Cellular_Component_2021) || specific granule membrane (GO:0035579) (GO_Cellular_Component_2021) || secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021)
1982       | NK cells (-0.24)          | RNA polymerase II complex binding (GO:0000993) (GO_Molecular_Function_2021) || DNA-directed DNA polymerase activity (GO:0003887) (GO_Molecular_Function_2021) || DNA polymerase activity (GO:0034061) (GO_Molecular_Function_2021)
2664       | NK cells (0.25)           | RNA 3'-end processing (GO:0031123) (GO_Biological_Process_2021) || sphingoid biosynthetic process (GO:0046520) (GO_Biological_Process_2021) || sphingosine biosynthetic process (GO:0046512) (GO_Biological_Process_2021)
2823       | B cells (0.34)            | glucosyltransferase activity (GO:0046527) (GO_Molecular_Function_2021)
1636       | CD14+ Monocytes (-0.59)   | platelet alpha granule lumen (GO:0031093) (GO_Cellular_Component_2021) || platelet alpha granule (GO:0031091) (GO_Cellular_Component_2021) || heterotrimeric G-protein complex (GO:0005834) (GO_Cellular_Component_2021)
3849       | CD8 T cells (0.23)        | ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021) || ubiquitin protein ligase activity (GO:0061630) (GO_Molecular_Function_2021) || ubiquitin-like protein ligase activity (GO:0061659) (GO_Molecular_Function_2021)
394        | CD14+ Monocytes (-0.43)   | negative regulation of glucocorticoid receptor signaling pathway (GO:2000323) (GO_Biological_Process_2021) || regulation of glucocorticoid receptor signaling pathway (GO:2000322) (GO_Biological_Process_2021) || negative regulation of circadian rhythm (GO:0042754) (GO_Biological_Process_2021)
124        | CD4 T cells (0.51)        | endolysosome lumen (GO:0036021) (GO_Cellular_Component_2021) || lysosomal lumen (GO:0043202) (GO_Cellular_Component_2021) || endolysosome (GO:0036019) (GO_Cellular_Component_2021)
883        | B cells (-0.27)           | tumor necrosis factor-mediated signaling pathway (GO:0033209) (GO_Biological_Process_2021) || cellular response to tumor necrosis factor (GO:0071356) (GO_Biological_Process_2021) || cytokine-mediated signaling pathway (GO:0019221) (GO_Biological_Process_2021)
2457       | CD14+ Monocytes (-0.48)   | mRNA modification (GO:0016556) (GO_Biological_Process_2021)
339        | FCGR3A+ Monocytes (-0.28) | mitochondrial translational termination (GO:0070126) (GO_Biological_Process_2021) || translational termination (GO:0006415) (GO_Biological_Process_2021) || mitochondrial translation (GO:0032543) (GO_Biological_Process_2021)
5100       | B cells (0.32)            | negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201) (GO_Biological_Process_2021)
1359       | FCGR3A+ Monocytes (-0.33) | spliceosomal tri-snRNP complex (GO:0097526) (GO_Cellular_Component_2021) || U4/U6 x U5 tri-snRNP complex (GO:0046540) (GO_Cellular_Component_2021) || RISC-loading complex (GO:0070578) (GO_Cellular_Component_2021)
