Analyzing: Layer 15, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_15/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
2029       | CD14+ Monocytes (0.62)    | DNA-dependent DNA replication (GO:0006261) (GO_Biological_Process_2021) || lipid transport across blood-brain barrier (GO:1990379) (GO_Biological_Process_2021) || positive regulation of protein neddylation (GO:2000436) (GO_Biological_Process_2021)
2815       | B cells (0.34)            | actin filament (GO:0005884) (GO_Cellular_Component_2021) || actin cytoskeleton (GO:0015629) (GO_Cellular_Component_2021) || rDNA heterochromatin (GO:0033553) (GO_Cellular_Component_2021)
204        | CD4 T cells (0.41)        | protein neddylation (GO:0045116) (GO_Biological_Process_2021) || negative regulation of cell cycle G2/M phase transition (GO:1902750) (GO_Biological_Process_2021) || negative regulation of G2/M transition of mitotic cell cycle (GO:0010972) (GO_Biological_Process_2021)
4792       | CD14+ Monocytes (-0.61)   | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || fatty-acyl-CoA synthase activity (GO:0004321) (GO_Molecular_Function_2021) || sugar-phosphatase activity (GO:0050308) (GO_Molecular_Function_2021)
3117       | CD14+ Monocytes (0.32)    | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
1250       | CD4 T cells (-0.47)       | regulation of cytoskeleton organization (GO:0051493) (GO_Biological_Process_2021) || cytoskeleton (GO:0005856) (GO_Cellular_Component_2021) || actin cytoskeleton (GO:0015629) (GO_Cellular_Component_2021)
3896       | CD14+ Monocytes (-0.29)   | intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
3553       | NK cells (0.28)           | regulation of epithelial cell proliferation (GO:0050678) (GO_Biological_Process_2021) || positive regulation of protein localization to membrane (GO:1905477) (GO_Biological_Process_2021) || positive regulation of cell population proliferation (GO:0008284) (GO_Biological_Process_2021)
33         | B cells (-0.43)           | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
4882       | CD4 T cells (0.43)        | mRNA export from nucleus (GO:0006406) (GO_Biological_Process_2021) || regulation of cellular response to heat (GO:1900034) (GO_Biological_Process_2021) || protein dephosphorylation (GO:0006470) (GO_Biological_Process_2021)
480        | CD14+ Monocytes (-0.23)   | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || intracellular organelle lumen (GO:0070013) (GO_Cellular_Component_2021) || kinase activity (GO:0016301) (GO_Molecular_Function_2021)
168        | CD14+ Monocytes (0.41)    | CD40 receptor complex (GO:0035631) (GO_Cellular_Component_2021) || cytoplasmic side of plasma membrane (GO:0009898) (GO_Cellular_Component_2021)
5079       | B cells (-0.19)           | glycerol ether biosynthetic process (GO:0046504) (GO_Biological_Process_2021) || cellular lipid biosynthetic process (GO:0097384) (GO_Biological_Process_2021) || ether lipid biosynthetic process (GO:0008611) (GO_Biological_Process_2021)
1375       | NK cells (0.18)           | regulation of protein binding (GO:0043393) (GO_Biological_Process_2021) || S-adenosylmethionine-dependent methyltransferase activity (GO:0008757) (GO_Molecular_Function_2021) || protein methylation (GO:0006479) (GO_Biological_Process_2021)
3139       | CD4 T cells (-0.24)       | adenylate kinase activity (GO:0004017) (GO_Molecular_Function_2021) || disulfide oxidoreductase activity (GO:0015036) (GO_Molecular_Function_2021) || negative regulation of skeletal muscle cell differentiation (GO:2001015) (GO_Biological_Process_2021)
83         | CD14+ Monocytes (0.34)    | intermediate filament cytoskeleton (GO:0045111) (GO_Cellular_Component_2021) || uniplex complex (GO:1990246) (GO_Cellular_Component_2021) || cytoskeleton (GO:0005856) (GO_Cellular_Component_2021)
548        | CD14+ Monocytes (0.43)    | oxidoreduction-driven active transmembrane transporter activity (GO:0015453) (GO_Molecular_Function_2021) || pentose-phosphate shunt, non-oxidative branch (GO:0009052) (GO_Biological_Process_2021) || aerobic electron transport chain (GO:0019646) (GO_Biological_Process_2021)
2909       | FCGR3A+ Monocytes (0.26)  | ubiquitin protein ligase binding (GO:0031625) (GO_Molecular_Function_2021) || ubiquitin-like protein ligase binding (GO:0044389) (GO_Molecular_Function_2021) || npBAF complex (GO:0071564) (GO_Cellular_Component_2021)
3333       | NK cells (-0.22)          | transcription coactivator binding (GO:0001223) (GO_Molecular_Function_2021)
3481       | B cells (0.31)            | mitogen-activated protein kinase kinase kinase binding (GO:0031435) (GO_Molecular_Function_2021) || cysteine-type endopeptidase activator activity involved in apoptotic process (GO:0008656) (GO_Molecular_Function_2021) || hydrolase activity, hydrolyzing N-glycosyl compounds (GO:0016799) (GO_Molecular_Function_2021)
585        | CD14+ Monocytes (-0.59)   | acetylation-dependent protein binding (GO:0140033) (GO_Molecular_Function_2021) || lysine-acetylated histone binding (GO:0070577) (GO_Molecular_Function_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
2694       | CD14+ Monocytes (-0.34)   | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || manganese ion binding (GO:0030145) (GO_Molecular_Function_2021)
3794       | CD14+ Monocytes (-0.62)   | ficolin-1-rich granule membrane (GO:0101003) (GO_Cellular_Component_2021) || cytoplasmic vesicle membrane (GO:0030659) (GO_Cellular_Component_2021) || positive regulation of cysteine-type endopeptidase activity (GO:2001056) (GO_Biological_Process_2021)
1115       | CD14+ Monocytes (-0.43)   | ubiquitin-ubiquitin ligase activity (GO:0034450) (GO_Molecular_Function_2021) || vinculin binding (GO:0017166) (GO_Molecular_Function_2021) || aldehyde dehydrogenase (NAD+) activity (GO:0004029) (GO_Molecular_Function_2021)
540        | CD4 T cells (-0.31)       | regulation of signal transduction by p53 class mediator (GO:1901796) (GO_Biological_Process_2021) || regulation of intracellular signal transduction (GO:1902531) (GO_Biological_Process_2021) || transcription factor TFIID complex (GO:0005669) (GO_Cellular_Component_2021)
599        | CD14+ Monocytes (-0.50)   | carbohydrate derivative catabolic process (GO:1901136) (GO_Biological_Process_2021) || mitochondrial ribosome (GO:0005761) (GO_Cellular_Component_2021) || glycoprotein catabolic process (GO:0006516) (GO_Biological_Process_2021)
1354       | CD4 T cells (0.53)        | intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
4801       | NK cells (0.20)           | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377) (GO_Biological_Process_2021) || mRNA splicing, via spliceosome (GO:0000398) (GO_Biological_Process_2021)
1124       | CD4 T cells (0.64)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || mRNA binding (GO:0003729) (GO_Molecular_Function_2021) || ubiquitin protein ligase binding (GO:0031625) (GO_Molecular_Function_2021)
120        | CD14+ Monocytes (-0.65)   | amyloid-beta binding (GO:0001540) (GO_Molecular_Function_2021) || neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021)
2736       | CD14+ Monocytes (-0.61)   | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || positive regulation of mRNA catabolic process (GO:0061014) (GO_Biological_Process_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
2528       | CD14+ Monocytes (-0.31)   | GTPase regulator activity (GO:0030695) (GO_Molecular_Function_2021) || GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021)
34         | CD8 T cells (-0.39)       | T cell receptor complex (GO:0042101) (GO_Cellular_Component_2021) || regulation of immune response (GO:0050776) (GO_Biological_Process_2021) || antigen receptor-mediated signaling pathway (GO:0050851) (GO_Biological_Process_2021)
4465       | CD4 T cells (0.52)        | transcription cis-regulatory region binding (GO:0000976) (GO_Molecular_Function_2021) || ATF6-mediated unfolded protein response (GO:0036500) (GO_Biological_Process_2021) || response to interleukin-4 (GO:0070670) (GO_Biological_Process_2021)
4003       | CD14+ Monocytes (-0.56)   | serine-type endopeptidase inhibitor activity (GO:0004867) (GO_Molecular_Function_2021) || endopeptidase inhibitor activity (GO:0004866) (GO_Molecular_Function_2021) || deoxycytidine deaminase activity (GO:0047844) (GO_Molecular_Function_2021)
4754       | B cells (0.31)            | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
5097       | FCGR3A+ Monocytes (-0.16) | organelle organization (GO:0006996) (GO_Biological_Process_2021) || regulation of nucleic acid-templated transcription (GO:1903506) (GO_Biological_Process_2021) || negative regulation of cell projection organization (GO:0031345) (GO_Biological_Process_2021)
1822       | B cells (0.48)            | NADPH binding (GO:0070402) (GO_Molecular_Function_2021) || SH2 domain binding (GO:0042169) (GO_Molecular_Function_2021) || NADP binding (GO:0050661) (GO_Molecular_Function_2021)
3679       | CD14+ Monocytes (-0.31)   | regulation of telomere maintenance (GO:0032204) (GO_Biological_Process_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021) || RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377) (GO_Biological_Process_2021)
2712       | CD4 T cells (0.74)        | neuromuscular process (GO:0050905) (GO_Biological_Process_2021) || response to lipid (GO:0033993) (GO_Biological_Process_2021)
885        | CD4 T cells (0.52)        | thyroid hormone receptor binding (GO:0046966) (GO_Molecular_Function_2021) || protein serine/threonine phosphatase activity (GO:0004722) (GO_Molecular_Function_2021) || nuclear receptor binding (GO:0016922) (GO_Molecular_Function_2021)
4637       | CD14+ Monocytes (-0.31)   | U4 snRNA binding (GO:0030621) (GO_Molecular_Function_2021) || RNA polymerase I core promoter sequence-specific DNA binding (GO:0001164) (GO_Molecular_Function_2021) || RNA polymerase I transcription regulatory region sequence-specific DNA binding (GO:0001163) (GO_Molecular_Function_2021)
2497       | CD4 T cells (-0.29)       | integral component of mitochondrial inner membrane (GO:0031305) (GO_Cellular_Component_2021) || NAADP-sensitive calcium-release channel activity (GO:0072345) (GO_Molecular_Function_2021) || large ribosomal subunit rRNA binding (GO:0070180) (GO_Molecular_Function_2021)
1965       | CD4 T cells (-0.28)       | nuclear import signal receptor activity (GO:0061608) (GO_Molecular_Function_2021) || nuclear localization sequence binding (GO:0008139) (GO_Molecular_Function_2021) || signal sequence binding (GO:0005048) (GO_Molecular_Function_2021)
366        | CD14+ Monocytes (0.34)    | 1,4-alpha-oligoglucan phosphorylase activity (GO:0004645) (GO_Molecular_Function_2021) || L-methionine salvage from methylthioadenosine (GO:0019509) (GO_Biological_Process_2021) || L-methionine salvage (GO:0071267) (GO_Biological_Process_2021)
136        | FCGR3A+ Monocytes (-0.27) | L-glutamine transmembrane transporter activity (GO:0015186) (GO_Molecular_Function_2021) || mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || protein lipidation (GO:0006497) (GO_Biological_Process_2021)
2266       | CD14+ Monocytes (-0.60)   | 1-acylglycerophosphocholine O-acyltransferase activity (GO:0047184) (GO_Molecular_Function_2021) || lysophospholipid acyltransferase activity (GO:0071617) (GO_Molecular_Function_2021) || O-acetyltransferase activity (GO:0016413) (GO_Molecular_Function_2021)
2366       | CD4 T cells (-0.59)       | peroxisome (GO:0005777) (GO_Cellular_Component_2021) || microbody membrane (GO:0031903) (GO_Cellular_Component_2021) || peroxisomal membrane (GO:0005778) (GO_Cellular_Component_2021)
2683       | CD14+ Monocytes (-0.42)   | 1-phosphatidylinositol binding (GO:0005545) (GO_Molecular_Function_2021) || DNA-directed DNA polymerase activity (GO:0003887) (GO_Molecular_Function_2021) || DNA polymerase activity (GO:0034061) (GO_Molecular_Function_2021)
2889       | CD14+ Monocytes (-0.60)   | histone acetyltransferase binding (GO:0035035) (GO_Molecular_Function_2021) || transcription regulatory region nucleic acid binding (GO:0001067) (GO_Molecular_Function_2021) || sequence-specific DNA binding (GO:0043565) (GO_Molecular_Function_2021)
833        | CD4 T cells (0.35)        | histone methyltransferase activity (GO:0042054) (GO_Molecular_Function_2021) || histone-lysine N-methyltransferase activity (GO:0018024) (GO_Molecular_Function_2021) || Y-form DNA binding (GO:0000403) (GO_Molecular_Function_2021)
1427       | B cells (0.29)            | protein K29-linked deubiquitination (GO:0035523) (GO_Biological_Process_2021) || K63-linked polyubiquitin modification-dependent protein binding (GO:0070530) (GO_Molecular_Function_2021) || thiol-dependent deubiquitinase (GO:0004843) (GO_Molecular_Function_2021)
2998       | B cells (0.26)            | protein import into mitochondrial matrix (GO:0030150) (GO_Biological_Process_2021) || protein transmembrane import into intracellular organelle (GO:0044743) (GO_Biological_Process_2021) || DNA replication initiation (GO:0006270) (GO_Biological_Process_2021)
2686       | CD4 T cells (0.81)        | MHC class I protein binding (GO:0042288) (GO_Molecular_Function_2021) || T cell receptor complex (GO:0042101) (GO_Cellular_Component_2021) || MHC protein binding (GO:0042287) (GO_Molecular_Function_2021)
1175       | CD4 T cells (0.64)        | membrane assembly (GO:0071709) (GO_Biological_Process_2021) || regulation of cellular metabolic process (GO:0031323) (GO_Biological_Process_2021) || ER retention sequence binding (GO:0046923) (GO_Molecular_Function_2021)
1728       | CD4 T cells (-0.39)       | U2-type spliceosomal complex (GO:0005684) (GO_Cellular_Component_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021) || spliceosomal snRNP complex (GO:0097525) (GO_Cellular_Component_2021)
