Analyzing: Layer 12, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_12/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
1283       | B cells (0.39)            | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021)
4084       | CD14+ Monocytes (-0.44)   | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || beta-catenin-TCF complex (GO:1990907) (GO_Cellular_Component_2021)
1460       | CD4 T cells (-0.45)       | regulation of immune response (GO:0050776) (GO_Biological_Process_2021) || cytolytic granule (GO:0044194) (GO_Cellular_Component_2021) || regulation of B cell receptor signaling pathway (GO:0050855) (GO_Biological_Process_2021)
954        | B cells (-0.44)           | transcription cis-regulatory region binding (GO:0000976) (GO_Molecular_Function_2021) || carbonyl reductase (NADPH) activity (GO:0004090) (GO_Molecular_Function_2021) || RNA polymerase II CTD heptapeptide repeat phosphatase activity (GO:0008420) (GO_Molecular_Function_2021)
938        | B cells (0.28)            | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || polymeric cytoskeletal fiber (GO:0099513) (GO_Cellular_Component_2021)
1899       | CD4 T cells (0.37)        | regulation of NK T cell proliferation (GO:0051140) (GO_Biological_Process_2021) || positive regulation of interleukin-17 production (GO:0032740) (GO_Biological_Process_2021) || regulation of interleukin-17 production (GO:0032660) (GO_Biological_Process_2021)
1612       | CD4 T cells (-0.29)       | negative regulation of DNA repair (GO:0045738) (GO_Biological_Process_2021) || negative regulation of protein K63-linked ubiquitination (GO:1900045) (GO_Biological_Process_2021) || protein ubiquitination (GO:0016567) (GO_Biological_Process_2021)
3037       | B cells (0.27)            | negative regulation of dendritic cell differentiation (GO:2001199) (GO_Biological_Process_2021) || negative regulation of leukocyte differentiation (GO:1902106) (GO_Biological_Process_2021) || regulation of thymocyte apoptotic process (GO:0070243) (GO_Biological_Process_2021)
4646       | CD14+ Monocytes (0.61)    | alpha-amino acid catabolic process (GO:1901606) (GO_Biological_Process_2021) || nicotinamide nucleotide biosynthetic process (GO:0019359) (GO_Biological_Process_2021) || indolalkylamine catabolic process (GO:0046218) (GO_Biological_Process_2021)
4021       | CD4 T cells (0.39)        | leukocyte tethering or rolling (GO:0050901) (GO_Biological_Process_2021) || leukocyte adhesion to vascular endothelial cell (GO:0061756) (GO_Biological_Process_2021) || protein maturation (GO:0051604) (GO_Biological_Process_2021)
4196       | CD14+ Monocytes (-0.33)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
389        | CD14+ Monocytes (-0.51)   | peptide biosynthetic process (GO:0043043) (GO_Biological_Process_2021) || SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021)
1818       | B cells (-0.44)           | recycling endosome (GO:0055037) (GO_Cellular_Component_2021) || endosome membrane (GO:0010008) (GO_Cellular_Component_2021) || cytoplasmic vesicle membrane (GO:0030659) (GO_Cellular_Component_2021)
3819       | CD4 T cells (0.30)        | positive regulation of actin filament polymerization (GO:0030838) (GO_Biological_Process_2021) || positive regulation of protein polymerization (GO:0032273) (GO_Biological_Process_2021) || regulation of actin filament polymerization (GO:0030833) (GO_Biological_Process_2021)
4147       | CD4 T cells (0.71)        | positive regulation of cellular catabolic process (GO:0031331) (GO_Biological_Process_2021) || positive regulation of cytokine production involved in inflammatory response (GO:1900017) (GO_Biological_Process_2021) || WW domain binding (GO:0050699) (GO_Molecular_Function_2021)
4170       | CD14+ Monocytes (-0.59)   | protein heterodimerization activity (GO:0046982) (GO_Molecular_Function_2021)
1912       | CD14+ Monocytes (-0.39)   | fatty acid beta-oxidation (GO:0006635) (GO_Biological_Process_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021)
4177       | CD4 T cells (0.39)        | integral component of mitochondrial membrane (GO:0032592) (GO_Cellular_Component_2021) || mitochondrial outer membrane (GO:0005741) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
1039       | CD4 T cells (0.53)        | MLL1 complex (GO:0071339) (GO_Cellular_Component_2021) || MLL1/2 complex (GO:0044665) (GO_Cellular_Component_2021)
452        | B cells (-0.43)           | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || integral component of endoplasmic reticulum membrane (GO:0030176) (GO_Cellular_Component_2021) || dolichyl-diphosphooligosaccharide-protein glycotransferase activity (GO:0004579) (GO_Molecular_Function_2021)
3346       | CD14+ Monocytes (-0.54)   | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || endocytic vesicle (GO:0030139) (GO_Cellular_Component_2021)
503        | B cells (-0.30)           | Lys63-specific deubiquitinase activity (GO:0061578) (GO_Molecular_Function_2021) || nucleoside-triphosphate diphosphatase activity (GO:0047429) (GO_Molecular_Function_2021) || DNA-(apurinic or apyrimidinic site) endonuclease activity (GO:0003906) (GO_Molecular_Function_2021)
2074       | CD4 T cells (0.62)        | negative regulation of mRNA splicing, via spliceosome (GO:0048025) (GO_Biological_Process_2021) || negative regulation of mRNA processing (GO:0050686) (GO_Biological_Process_2021) || negative regulation of RNA splicing (GO:0033119) (GO_Biological_Process_2021)
2570       | CD4 T cells (0.27)        | purine ribonucleotide metabolic process (GO:0009150) (GO_Biological_Process_2021) || small GTPase mediated signal transduction (GO:0007264) (GO_Biological_Process_2021)
3609       | FCGR3A+ Monocytes (-0.22) | cysteine-type peptidase activity (GO:0008234) (GO_Molecular_Function_2021) || cysteine-type endopeptidase activity (GO:0004197) (GO_Molecular_Function_2021) || thiol-dependent deubiquitinase (GO:0004843) (GO_Molecular_Function_2021)
1801       | CD14+ Monocytes (-0.47)   | cellular response to misfolded protein (GO:0071218) (GO_Biological_Process_2021) || regulation of proteolysis involved in cellular protein catabolic process (GO:1903050) (GO_Biological_Process_2021) || protein quality control for misfolded or incompletely synthesized proteins (GO:0006515) (GO_Biological_Process_2021)
2609       | CD14+ Monocytes (-0.34)   | oligosaccharide-lipid intermediate biosynthetic process (GO:0006490) (GO_Biological_Process_2021) || dolichol-linked oligosaccharide biosynthetic process (GO:0006488) (GO_Biological_Process_2021) || mannosyltransferase activity (GO:0000030) (GO_Molecular_Function_2021)
5062       | FCGR3A+ Monocytes (0.28)  | sequence-specific double-stranded DNA binding (GO:1990837) (GO_Molecular_Function_2021) || RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021)
1960       | CD14+ Monocytes (-0.44)   | somatic recombination of immunoglobulin genes involved in immune response (GO:0002204) (GO_Biological_Process_2021) || isotype switching (GO:0045190) (GO_Biological_Process_2021) || protein ubiquitination (GO:0016567) (GO_Biological_Process_2021)
1646       | B cells (0.25)            | neuroligin family protein binding (GO:0097109) (GO_Molecular_Function_2021) || dopamine receptor binding (GO:0050780) (GO_Molecular_Function_2021) || acetylcholine receptor binding (GO:0033130) (GO_Molecular_Function_2021)
1571       | CD14+ Monocytes (-0.58)   | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
2854       | CD14+ Monocytes (-0.58)   | ubiquitin binding (GO:0043130) (GO_Molecular_Function_2021) || pentosyltransferase activity (GO:0016763) (GO_Molecular_Function_2021) || phosphate ion binding (GO:0042301) (GO_Molecular_Function_2021)
4840       | B cells (0.34)            | cell junction disassembly (GO:0150146) (GO_Biological_Process_2021) || regulation of immune effector process (GO:0002697) (GO_Biological_Process_2021) || synapse pruning (GO:0098883) (GO_Biological_Process_2021)
2278       | CD4 T cells (0.63)        | extracellular membrane-bounded organelle (GO:0065010) (GO_Cellular_Component_2021) || extracellular vesicle (GO:1903561) (GO_Cellular_Component_2021)
4423       | B cells (0.40)            | DNA metabolic process (GO:0006259) (GO_Biological_Process_2021) || alpha DNA polymerase:primase complex (GO:0005658) (GO_Cellular_Component_2021) || DNA replication, synthesis of RNA primer (GO:0006269) (GO_Biological_Process_2021)
181        | CD14+ Monocytes (-0.59)   | inflammatory response (GO:0006954) (GO_Biological_Process_2021) || response to lipopolysaccharide (GO:0032496) (GO_Biological_Process_2021) || leukocyte aggregation (GO:0070486) (GO_Biological_Process_2021)
3581       | NK cells (0.32)           | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021)
3267       | CD14+ Monocytes (0.27)    | defense response to symbiont (GO:0140546) (GO_Biological_Process_2021) || GPI anchor metabolic process (GO:0006505) (GO_Biological_Process_2021) || defense response to virus (GO:0051607) (GO_Biological_Process_2021)
4287       | CD4 T cells (0.55)        | positive regulation of cytosolic calcium ion concentration (GO:0007204) (GO_Biological_Process_2021)
4140       | NK cells (-0.28)          | nuclear receptor coactivator activity (GO:0030374) (GO_Molecular_Function_2021)
2865       | FCGR3A+ Monocytes (0.23)  | positive regulation of telomerase RNA localization to Cajal body (GO:1904874) (GO_Biological_Process_2021) || regulation of telomerase RNA localization to Cajal body (GO:1904872) (GO_Biological_Process_2021) || positive regulation of establishment of protein localization to telomere (GO:1904851) (GO_Biological_Process_2021)
2435       | B cells (-0.26)           | mitotic nuclear membrane organization (GO:0101024) (GO_Biological_Process_2021) || mitotic nuclear membrane reassembly (GO:0007084) (GO_Biological_Process_2021) || nuclear membrane reassembly (GO:0031468) (GO_Biological_Process_2021)
2491       | CD14+ Monocytes (0.55)    | L-serine transmembrane transporter activity (GO:0015194) (GO_Molecular_Function_2021) || serine transmembrane transporter activity (GO:0022889) (GO_Molecular_Function_2021) || L-glutamine transmembrane transporter activity (GO:0015186) (GO_Molecular_Function_2021)
4777       | FCGR3A+ Monocytes (0.29)  | adenosine deaminase activity (GO:0004000) (GO_Molecular_Function_2021) || phosphatidylinositol kinase activity (GO:0052742) (GO_Molecular_Function_2021) || hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines (GO:0016814) (GO_Molecular_Function_2021)
98         | CD4 T cells (0.52)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || histone methyltransferase binding (GO:1990226) (GO_Molecular_Function_2021) || mRNA 3'-UTR binding (GO:0003730) (GO_Molecular_Function_2021)
3088       | B cells (0.36)            | regulation of cell cycle (GO:0051726) (GO_Biological_Process_2021) || protein targeting to lysosome (GO:0006622) (GO_Biological_Process_2021)
5034       | B cells (0.42)            | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || metalloaminopeptidase activity (GO:0070006) (GO_Molecular_Function_2021) || aminopeptidase activity (GO:0004177) (GO_Molecular_Function_2021)
4461       | CD14+ Monocytes (0.58)    | ADP binding (GO:0043531) (GO_Molecular_Function_2021) || 2-oxoglutarate-dependent dioxygenase activity (GO:0016706) (GO_Molecular_Function_2021)
4218       | CD4 T cells (-0.44)       | mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427) (GO_Biological_Process_2021) || mRNA transport (GO:0051028) (GO_Biological_Process_2021) || RNA export from nucleus (GO:0006405) (GO_Biological_Process_2021)
2876       | B cells (0.44)            | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || mitochondrial translation (GO:0032543) (GO_Biological_Process_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
2389       | CD14+ Monocytes (-0.42)   | RNA polymerase III cis-regulatory region sequence-specific DNA binding (GO:0000992) (GO_Molecular_Function_2021) || RNA polymerase III type 3 promoter sequence-specific DNA binding (GO:0001006) (GO_Molecular_Function_2021) || CARD domain binding (GO:0050700) (GO_Molecular_Function_2021)
2020       | CD4 T cells (0.45)        | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || protein kinase A regulatory subunit binding (GO:0034237) (GO_Molecular_Function_2021) || 1,4-alpha-oligoglucan phosphorylase activity (GO:0004645) (GO_Molecular_Function_2021)
212        | CD4 T cells (0.77)        | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || tRNA methyltransferase activity (GO:0008175) (GO_Molecular_Function_2021)
2895       | FCGR3A+ Monocytes (0.33)  | racemase and epimerase activity, acting on carbohydrates and derivatives (GO:0016857) (GO_Molecular_Function_2021) || N-acetylneuraminate catabolic process (GO:0019262) (GO_Biological_Process_2021) || amino sugar catabolic process (GO:0046348) (GO_Biological_Process_2021)
290        | NK cells (-0.26)          | positive regulation of DNA demethylation (GO:1901537) (GO_Biological_Process_2021) || regulation of DNA demethylation (GO:1901535) (GO_Biological_Process_2021) || regulation of mRNA metabolic process (GO:1903311) (GO_Biological_Process_2021)
1767       | CD4 T cells (0.75)        | angiogenesis involved in wound healing (GO:0060055) (GO_Biological_Process_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || cyclin A2-CDK2 complex (GO:0097124) (GO_Cellular_Component_2021)
2446       | CD14+ Monocytes (-0.49)   | external side of apical plasma membrane (GO:0098591) (GO_Cellular_Component_2021) || heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process (GO:0015014) (GO_Biological_Process_2021) || vascular transport (GO:0010232) (GO_Biological_Process_2021)
